211	sp|Q47718|INSO2_ECOLI	50.000	166	83	0	2	167	10	175	1.45e-51	170
211	sp|P16940|YIS2_SHISO	34.962	266	156	5	3	264	20	272	5.78e-40	142
211	sp|P0CF85|INSF_ECO11	35.968	253	150	3	9	258	42	285	1.35e-37	137
211	sp|P0CF84|INSF6_ECOLI	35.968	253	150	3	9	258	42	285	1.35e-37	137
211	sp|P0CF83|INSF5_ECOLI	35.968	253	150	3	9	258	42	285	1.35e-37	137
211	sp|P0CF82|INSF4_ECOLI	35.968	253	150	3	9	258	42	285	1.35e-37	137
211	sp|P0CF81|INSF3_ECOLI	35.968	253	150	3	9	258	42	285	1.35e-37	137
211	sp|P0CF80|INSF2_ECOLI	35.968	253	150	3	9	258	42	285	1.35e-37	137
211	sp|P0CF79|INSF1_ECOLI	35.968	253	150	3	9	258	42	285	1.35e-37	137
211	sp|Q9JMT3|INSF7_ECOLI	36.220	254	144	4	9	256	42	283	1.47e-36	134
211	sp|P35878|T904_LACLA	32.231	242	161	3	18	257	10	250	3.70e-29	114
211	sp|O05086|Y1721_HAEIN	34.483	174	108	4	82	253	39	208	1.47e-22	95.5
211	sp|P75680|INSO1_ECOLI	41.026	117	69	0	4	120	13	129	6.23e-20	86.7
211	sp|Q9JMS8|YUAL_ECOLI	55.224	67	30	0	164	230	1	67	1.24e-17	78.2
212	sp|P39213|INSN_SHIDY	46.392	97	51	1	7	103	17	112	3.81e-27	99.0
212	sp|P75679|INSN1_ECOLI	47.059	85	44	1	7	91	17	100	4.78e-22	86.7
212	sp|P39212|INSN2_ECOLI	40.964	83	48	1	7	89	5	86	1.05e-18	76.6
213	sp|P39315|QOR2_ECOLI	55.705	149	66	0	3	151	132	280	3.55e-48	160
218	sp|Q51487|OPRM_PSEAE	47.186	462	237	5	17	473	7	466	2.51e-130	390
218	sp|Q88N32|TTGC_PSEPK	44.770	478	256	6	17	488	7	482	1.23e-125	378
218	sp|P0C071|MEPC_PSEPU	44.770	478	256	6	17	488	7	482	1.23e-125	378
218	sp|Q9WWZ8|TTGC_PSEPT	44.770	478	256	6	17	488	7	482	2.69e-125	377
218	sp|Q9KJC1|ARPC_PSEPU	44.561	478	257	6	17	488	7	482	7.20e-125	375
218	sp|Q93PU3|TTGI_PSEPT	44.111	467	252	6	13	473	1	464	1.98e-119	361
218	sp|O31101|SRPC_PSEPU	44.111	467	252	6	13	473	1	464	1.98e-119	361
218	sp|Q9KWV3|TTGF_PSEPT	44.842	475	242	7	11	473	1	467	1.72e-116	354
218	sp|Q849R1|SEPC_PSEP1	44.842	475	242	7	11	473	1	467	1.72e-116	354
218	sp|Q51397|OPRJ_PSEAE	43.133	466	258	4	13	473	1	464	3.06e-108	333
218	sp|Q8CWA4|CUSC_ECOL6	37.716	464	259	11	22	473	12	457	9.33e-95	298
218	sp|Q8XBY3|CUSC_ECO57	37.284	464	261	11	22	473	12	457	1.10e-93	295
218	sp|P77211|CUSC_ECOLI	37.069	464	262	11	22	473	12	457	7.13e-93	293
218	sp|Q9ZHD2|SILC_SALTM	36.752	468	280	5	11	473	2	458	1.11e-90	287
218	sp|P15727|NODT_RHILV	31.385	462	280	11	26	473	16	454	3.88e-44	165
218	sp|Q88F87|OPMQ_PSEPK	34.590	451	275	7	33	473	22	462	7.04e-44	164
218	sp|Q9I189|OPMQ_PSEAE	34.130	460	291	9	20	473	9	462	4.72e-42	159
219	sp|P37626|YHII_ECOLI	55.460	348	144	1	23	359	8	355	4.11e-121	356
220	sp|P37624|RBBA_ECOLI	65.727	922	303	4	1	921	1	910	0.0	1212
220	sp|P0A9U2|YBHF_SHIFL	42.014	288	158	4	228	509	281	565	9.20e-59	214
220	sp|P0A9U2|YBHF_SHIFL	34.351	262	160	6	3	258	319	574	1.02e-41	165
220	sp|P0A9U2|YBHF_SHIFL	37.872	235	136	4	24	258	19	243	7.36e-37	150
220	sp|P0A9U2|YBHF_SHIFL	33.476	233	152	2	274	504	2	233	8.36e-30	129
220	sp|P0A9U1|YBHF_ECOLI	42.014	288	158	4	228	509	281	565	9.20e-59	214
220	sp|P0A9U1|YBHF_ECOLI	34.351	262	160	6	3	258	319	574	1.02e-41	165
220	sp|P0A9U1|YBHF_ECOLI	37.872	235	136	4	24	258	19	243	7.36e-37	150
220	sp|P0A9U1|YBHF_ECOLI	33.476	233	152	2	274	504	2	233	8.36e-30	129
220	sp|P42332|BCRA_BACLI	36.245	229	141	3	278	505	5	229	5.10e-43	162
220	sp|Q55EH8|ABCGN_DICDI	30.579	242	159	5	12	251	6	240	1.53e-26	120
220	sp|P0AFQ2|YBHS_ECOLI	31.268	339	228	4	550	886	6	341	9.84e-43	163
220	sp|P0AFQ3|YBHS_ECOL6	31.268	339	228	4	550	886	6	341	9.84e-43	163
220	sp|P0AFQ4|YBHS_ECO57	31.268	339	228	4	550	886	6	341	9.84e-43	163
220	sp|Q8XXY9|NODI_RALN1	37.143	245	147	4	10	253	14	252	2.33e-42	160
220	sp|Q8XXY9|NODI_RALN1	36.638	232	144	3	266	496	6	235	2.30e-38	149
220	sp|Q1LKJ2|NODI_CUPMC	35.417	240	148	4	10	248	2	235	1.37e-39	152
220	sp|Q1LKJ2|NODI_CUPMC	36.792	212	132	2	287	497	14	224	1.80e-35	140
220	sp|Q39GT7|NODI_BURL3	39.367	221	132	2	278	497	6	225	1.85e-39	152
220	sp|Q39GT7|NODI_BURL3	37.069	232	137	5	9	238	2	226	1.07e-38	149
220	sp|Q1BWI2|NODI_BURO1	38.222	225	130	5	16	238	9	226	2.64e-39	151
220	sp|Q1BWI2|NODI_BURO1	38.914	221	133	2	278	497	6	225	4.89e-39	150
220	sp|P50332|NODI_NEOGA	39.474	228	136	2	271	497	42	268	3.32e-39	152
220	sp|P50332|NODI_NEOGA	35.169	236	144	5	4	237	40	268	1.40e-29	124
220	sp|P72335|NODI_RHIS3	36.864	236	147	2	276	510	4	238	6.83e-39	150
220	sp|P72335|NODI_RHIS3	35.043	234	141	5	18	248	11	236	1.93e-33	134
220	sp|Q1M7W6|NODI_RHIJ3	36.638	232	145	2	269	499	4	234	1.53e-38	149
220	sp|Q1M7W6|NODI_RHIJ3	33.755	237	149	5	2	237	3	232	1.74e-26	114
220	sp|P08720|NODI_RHILV	36.638	232	145	2	269	499	4	234	1.56e-38	149
220	sp|P08720|NODI_RHILV	33.755	237	149	5	2	237	3	232	1.25e-26	114
220	sp|Q8GNH6|NODI_RHIML	37.931	232	141	3	276	505	35	265	3.40e-38	149
220	sp|Q8GNH6|NODI_RHIML	35.345	232	143	4	7	237	31	256	1.80e-30	126
220	sp|P26050|NODI_BRADU	37.238	239	148	2	275	512	5	242	3.56e-38	148
220	sp|P26050|NODI_BRADU	35.193	233	142	5	18	248	13	238	9.64e-31	126
220	sp|Q2SVP3|NODI_BURTA	38.009	221	135	2	278	497	6	225	3.73e-38	148
220	sp|Q2SVP3|NODI_BURTA	36.607	224	135	4	16	238	9	226	3.00e-37	145
220	sp|P55476|NODI_SINFN	36.145	249	143	4	275	519	42	278	5.50e-38	149
220	sp|P55476|NODI_SINFN	37.327	217	129	4	22	237	54	264	7.84e-33	134
220	sp|P94440|LNRL_BACSU	30.544	239	164	2	278	515	2	239	1.27e-37	147
220	sp|P94440|LNRL_BACSU	33.036	224	137	5	16	235	5	219	8.83e-34	135
220	sp|Q63TX3|NODI_BURPS	38.009	221	135	2	278	497	6	225	2.23e-37	145
220	sp|Q63TX3|NODI_BURPS	37.946	224	130	5	16	237	9	225	2.34e-37	145
220	sp|Q3JSQ0|NODI_BURP1	38.009	221	135	2	278	497	6	225	2.25e-37	145
220	sp|Q3JSQ0|NODI_BURP1	37.946	224	130	5	16	237	9	225	2.46e-37	145
220	sp|Q62K72|NODI_BURMA	38.009	221	135	2	278	497	6	225	2.25e-37	145
220	sp|Q62K72|NODI_BURMA	37.946	224	130	5	16	237	9	225	2.46e-37	145
220	sp|O52618|NODI_RHIME	37.069	232	143	3	276	505	35	265	3.17e-37	146
220	sp|O52618|NODI_RHIME	36.207	232	141	4	7	237	31	256	2.92e-31	129
220	sp|Q8KLG1|NODI_RHIEC	34.529	223	144	2	277	498	17	238	2.66e-36	143
220	sp|Q8KLG1|NODI_RHIEC	35.000	220	130	6	22	237	27	237	3.79e-29	122
220	sp|Q9Z3I3|NODI_BRASS	38.197	233	140	4	275	505	5	235	3.14e-36	142
220	sp|Q9Z3I3|NODI_BRASS	33.906	233	144	5	18	248	13	237	1.59e-28	120
220	sp|P54592|YHCH_BACSU	35.377	212	133	2	278	488	5	213	4.15e-36	142
220	sp|P54592|YHCH_BACSU	32.020	203	125	6	28	227	20	212	2.80e-22	102
220	sp|P23703|NODI_RHILO	34.599	237	152	3	271	505	35	270	4.39e-36	143
220	sp|P23703|NODI_RHILO	36.937	222	123	7	22	237	51	261	8.07e-30	125
220	sp|P0DXU7|DRRA3_STRC4	37.383	214	132	2	275	487	3	215	1.04e-35	141
220	sp|P0DXU7|DRRA3_STRC4	36.017	236	144	4	11	245	4	233	1.07e-31	129
220	sp|P0DXG8|DRRA1_STRC4	36.929	241	137	5	6	241	2	232	3.09e-35	140
220	sp|P0DXG8|DRRA1_STRC4	31.683	303	179	6	277	567	8	294	2.55e-32	132
220	sp|Q46YX6|NODI_CUPPJ	35.000	240	149	4	10	248	24	257	5.47e-35	139
220	sp|Q46YX6|NODI_CUPPJ	32.927	246	162	3	278	522	27	270	4.73e-28	119
220	sp|P32010|DRRA_STRPE	36.515	241	138	5	6	241	2	232	9.58e-35	139
220	sp|P32010|DRRA_STRPE	34.483	232	144	3	277	504	8	235	1.81e-32	132
220	sp|P46903|NATA_BACSU	30.357	224	153	3	292	513	20	242	5.76e-34	134
220	sp|P46903|NATA_BACSU	32.314	229	149	4	25	252	18	241	1.83e-31	127
220	sp|Q5WNX0|BCRA_ENTFL	35.319	235	141	6	275	505	5	232	6.94e-34	135
